,monster_name,monster_level,action_term,action_name,damage_type,attack_range,action_cost,attack_type,damage_dice_calculations,attack_roll_mod,spell_DC,spell_slot_level,casting time,target,area,duration,saving throw,spell attack,conditions
4427,rinnarv bontimar,20,Spells 1,spiritual guardian,0,['120'],2,Spell,0,+38,42,8,2,['0'],0,sustained up to 1 minute,0,False,0
4428,rinnarv bontimar,20,Spells 1,vampiric touch,0,[],2,Spell,0,+38,42,8,2,['1'],0,0,basic Fortitude,False,0
4429,rinnarv bontimar,20,Spells 1,dimensional lock,0,['120'],2,Spell,0,+38,42,7,2,['0'],60-foot burst,1 day,0,False,0
4430,rinnarv bontimar,20,Spells 1,divine decree,0,['40'],2,Spell,0,+38,42,7,2,['0'],40-foot emanation,varies,Fortitude,False,0
4431,rinnarv bontimar,20,Spells 1,divine wrath,0,['120'],2,Spell,0,+38,42,7,2,['0'],20-foot burst,0,Fortitude,False,0
4432,rinnarv bontimar,20,Spells 1,heal,0,[],1,Spell,0,+38,42,7,1,['1'],0,0,Fortitude,False,0
4433,rinnarv bontimar,20,Spells 1,regenerate,0,[],2,Spell,0,+38,42,7,2,['1'],0,1 minute,0,False,"Dying,Unconscious,Wounded"
4434,rinnarv bontimar,20,Spells 1,spiritual guardian,0,['120'],2,Spell,0,+38,42,7,2,['0'],0,sustained up to 1 minute,0,False,0
4435,rinnarv bontimar,20,Spells 1,sunburst,0,['500'],2,Spell,0,+38,42,7,2,['0'],60-foot burst,0,Reflex,False,0
4436,rinnarv bontimar,20,Spells 1,vampiric touch,0,[],2,Spell,0,+38,42,7,2,['1'],0,0,basic Fortitude,False,0
4437,rinnarv bontimar,20,Spells 1,divine wrath,0,['120'],2,Spell,0,+38,42,6,2,['0'],20-foot burst,0,Fortitude,False,0
4438,rinnarv bontimar,20,Spells 1,field of life,0,['30'],2,Spell,0,+38,42,6,2,['0'],20-foot burst,sustained up to 1 minute,0,False,0
4439,rinnarv bontimar,20,Spells 1,repulsion,0,['40'],2,Spell,0,+38,42,6,2,['0'],0,1 minute,Will,False,0
4440,rinnarv bontimar,20,Spells 1,spiritual guardian,0,['120'],2,Spell,0,+38,42,6,2,['0'],0,sustained up to 1 minute,0,False,0
4441,rinnarv bontimar,20,Spells 1,true seeing,0,['0'],2,Spell,0,+38,42,6,2,['0'],0,10 minutes,0,False,0
4442,rinnarv bontimar,20,Spells 1,vampiric touch,0,[],2,Spell,0,+38,42,6,2,['1'],0,0,basic Fortitude,False,0
4443,rinnarv bontimar,20,Spells 1,divine wrath,0,['120'],2,Spell,0,+38,42,5,2,['0'],20-foot burst,0,Fortitude,False,0
4444,rinnarv bontimar,20,Spells 1,drop dead,0,['120'],0,Spell,0,+38,42,5,0,['1'],0,sustained up to 1 minute,0,False,"Hostile,Invisible"
4445,rinnarv bontimar,20,Spells 1,flame strike,0,['120'],2,Spell,0,+38,42,5,2,['0'],"10-foot radius, 40-foot-tall cylinder",0,basic Reflex,False,0
4446,rinnarv bontimar,20,Spells 1,heal,0,[],1,Spell,0,+38,42,5,1,['1'],0,0,Fortitude,False,0
4447,rinnarv bontimar,20,Spells 1,spiritual guardian,0,['120'],2,Spell,0,+38,42,5,2,['0'],0,sustained up to 1 minute,0,False,0
4448,rinnarv bontimar,20,Spells 1,vampiric touch,0,[],2,Spell,0,+38,42,5,2,['1'],0,0,basic Fortitude,False,0
4449,rinnarv bontimar,20,Spells 1,divine wrath,0,['120'],2,Spell,0,+38,42,4,2,['0'],20-foot burst,0,Fortitude,False,0
4450,rinnarv bontimar,20,Spells 1,freedom of movement,0,[],2,Spell,0,+38,42,4,2,['1'],0,10 minutes,0,False,"Grabbed,Immobilized,Restrained"
4451,rinnarv bontimar,20,Spells 1,heal,0,[],1,Spell,0,+38,42,4,1,['1'],0,0,Fortitude,False,0
4452,rinnarv bontimar,20,Spells 1,spell immunity,0,[],2,Spell,0,+38,42,4,2,['1'],0,24 hours,0,False,0
4453,rinnarv bontimar,20,Spells 1,vampiric touch,0,[],2,Spell,0,+38,42,4,2,['1'],0,0,basic Fortitude,False,0
4454,rinnarv bontimar,20,Spells 1,heal,0,[],1,Spell,0,+38,42,3,1,['1'],0,0,Fortitude,False,0
4455,rinnarv bontimar,20,Spells 1,heroism,0,[],2,Spell,0,+38,42,3,2,['1'],0,10 minutes,0,False,0
4456,rinnarv bontimar,20,Spells 1,searing light,0,['120'],2,Spell,0,+38,42,3,2,['1'],0,0,0,True,0
4457,rinnarv bontimar,20,Spells 1,vampiric touch,0,[],2,Spell,0,+38,42,3,2,['1'],0,0,basic Fortitude,False,0
4458,rinnarv bontimar,20,Spells 1,see invisibility,0,['0'],2,Spell,0,+38,42,2,2,['0'],0,10 minutes,0,False,"Concealed,Invisible"
4459,rinnarv bontimar,20,Spells 1,spiritual weapon,0,['120'],2,Spell,0,+38,42,2,2,['0'],0,sustained up to 1 minute,0,False,0
4460,rinnarv bontimar,20,Spells 1,bless,0,['0'],2,Spell,0,+38,42,1,2,['0'],5-foot emanation,1 minute,0,False,0
4461,rinnarv bontimar,20,Spells 1,heal,0,[],1,Spell,0,+38,42,1,1,['1'],0,0,Fortitude,False,0
4462,rinnarv bontimar,20,Spells 1,protection,0,[],2,Spell,0,+38,42,1,2,['1'],0,1 minute,0,False,0
4463,rinnarv bontimar,20,Spells 1,forbidding ward,0,['30'],2,Cantrip,0,+38,42,1,2,['1'],0,sustained up to 1 minute,0,False,Hostile
4464,rinnarv bontimar,20,Spells 1,detect magic,0,['0'],2,Cantrip,0,+38,42,1,2,['0'],30-foot emanation,0,0,False,0
4465,rinnarv bontimar,20,Spells 1,guidance,0,['30'],1,Cantrip,0,+38,42,1,1,['1'],0,until the start of your next turn,0,False,0
4466,rinnarv bontimar,20,Spells 1,light,0,[],2,Cantrip,0,+38,42,1,2,['1'],0,until the next time you make your daily preparations,0,False,0
4467,rinnarv bontimar,20,Spells 1,message,0,['120'],1,Cantrip,0,+38,42,1,1,['1'],0,see below,0,False,0
4468,rinnarv bontimar,20,Spells 1,shield,0,['0'],1,Cantrip,0,+38,42,1,1,['0'],0,until the start of your next turn,0,False,0
4469,rinnarv bontimar,20,Spells 1,stabilize,0,['30'],2,Cantrip,0,+38,42,1,2,['1'],0,0,0,False,"Dying,Unconscious"
4470,veksciralenix,20,Spells 1,time stop,0,['0'],3,Spell,0,[],42,10,3,['0'],0,0,0,False,0
4471,veksciralenix,20,Spells 1,teleport,0,['100'],10 minutes,Spell,0,[],42,9,10 minutes,['4'],0,0,0,False,0
4472,veksciralenix,20,Spells 1,plane shift,0,[],10 minutes,Spell,0,[],42,7,10 minutes,"['1', '8']",0,0,0,False,0
4473,rixvir,21,Spells 1,dimension door,0,['120'],2,Spell,0,[],46,10,2,['0'],0,0,0,False,0
4474,candlaron's echo,21,Spells 1,wish,0,['0'],3,Spell,0,+39,44,10,3,['0'],0,0,0,False,0
4475,candlaron's echo,21,Spells 1,disjunction,0,['120'],2,Spell,0,+39,44,9,2,['1'],0,0,0,False,0
4476,candlaron's echo,21,Spells 1,telepathic demand,0,[],3,Spell,0,+39,44,9,3,['1'],0,varies,Will,False,0
4477,candlaron's echo,21,Spells 1,maze,0,['30'],2,Spell,0,+39,44,8,2,['1'],0,sustained,0,False,0
4478,candlaron's echo,21,Spells 1,duplicate foe,0,['30'],3,Spell,0,+39,44,7,3,"['1', '15']",0,sustained up to 1 minute,Fortitude,False,0
4479,candlaron's echo,21,Spells 1,prismatic spray,0,['0'],2,Spell,0,+39,44,7,2,['0'],30-foot cone,0,0,False,"Enfeebled,Confused,Slowed"
4480,candlaron's echo,21,Spells 1,reverse gravity,0,['120'],3,Spell,0,+39,44,7,3,['0'],"20-foot radius, 40-foot-tall cylinder",1 minute,0,False,0
4481,candlaron's echo,21,Spells 1,mislead,0,['0'],2,Spell,0,+39,44,6,2,['0'],0,sustained up to 1 minute,0,False,"Hostile,Invisible"
4482,candlaron's echo,21,Spells 1,cone of cold,0,['0'],2,Spell,0,+39,44,5,2,['0'],60-foot cone,0,basic Reflex,False,0
4483,candlaron's echo,21,Spells 1,crushing despair,0,['0'],2,Spell,0,+39,44,5,2,['0'],30-foot cone,1 or more rounds,Will,False,0
4484,candlaron's echo,21,Spells 1,hallucination,0,['30'],2,Spell,0,+39,44,5,2,['1'],0,1 hour,Will,False,0
4485,candlaron's echo,21,Spells 1,resilient sphere,0,['30'],2,Spell,0,+39,44,4,2,['1'],0,1 minute,Reflex,False,0
4486,candlaron's echo,21,Spells 1,blindness,0,['30'],2,Spell,0,+39,44,3,2,['1'],0,0,Fortitude,False,Blinded
4487,candlaron's echo,21,Spells 1,dispel magic,0,['120'],2,Spell,0,+39,44,3,2,['1'],0,0,0,False,0
4488,candlaron's echo,21,Spells 1,slow,0,['30'],2,Spell,0,+39,44,3,2,['1'],0,1 minute,Fortitude,False,0
4489,candlaron's echo,21,Spells 1,blur,0,[],2,Spell,0,+39,44,2,2,['1'],0,1 minute,0,False,Concealed
4490,candlaron's echo,21,Spells 1,grease,0,['30'],2,Spell,0,+39,44,1,2,['1'],4 contiguous 5-foot squares or;,1 minute,Fortitude,False,Prone
4491,candlaron's echo,21,Spells 1,mage hand,0,['30'],2,Cantrip,0,+39,44,1,2,['1'],0,sustained,0,False,Invisible
4492,candlaron's echo,21,Spells 1,prestidigitation,0,['10'],2,Cantrip,0,+39,44,1,2,['1'],0,sustained,0,False,0
4493,candlaron's echo,21,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,+39,44,1,1 minute,['1'],0,0,0,False,0
4494,daemonic infector,22,Spells 1,miracle,0,['0'],3,Spell,0,+38,46,10,3,['0'],0,0,0,False,0
4495,daemonic infector,22,Spells 1,telepathic demand,0,[],3,Spell,0,+38,46,9,3,['1'],0,varies,Will,False,0
4496,daemonic infector,22,Spells 1,spirit blast,0,['30'],2,Spell,0,+38,46,8,2,['1'],0,0,basic Fortitude,False,0
4497,daemonic infector,22,Spells 1,spiritual epidemic,0,['120'],2,Spell,0,+38,46,8,2,['1'],0,varies,Will,False,"Enfeebled,Stupefied"
4498,daemonic infector,22,Spells 1,divine decree,0,['40'],2,Spell,0,+38,46,7,2,['0'],40-foot emanation,varies,Fortitude,False,0
4499,daemonic infector,22,Spells 1,energy aegis,0,[],1 minute,Spell,0,+38,46,7,1 minute,['1'],0,24 hours,0,False,0
4500,daemonic infector,22,Spells 1,regenerate,0,[],2,Spell,0,+38,46,7,2,['1'],0,1 minute,0,False,"Dying,Unconscious,Wounded"
4501,daemonic infector,22,Spells 1,blade barrier,0,['120'],3,Spell,0,+38,46,6,3,['0'],0,1 minute,Reflex,False,0
4502,daemonic infector,22,Spells 1,heroism,0,[],2,Spell,0,+38,46,6,2,['1'],0,10 minutes,0,False,0
4503,daemonic infector,22,Spells 1,true seeing,0,['0'],2,Spell,0,+38,46,6,2,['0'],0,10 minutes,0,False,0
4504,daemonic infector,22,Spells 1,Abyssal plague,0,0,0,0,0,+38,46,5,0,0,0,0,0,0,0
4505,daemonic infector,22,Spells 1,heal,0,[],1,Spell,0,+38,46,5,1,['1'],0,0,Fortitude,False,0
4506,daemonic infector,22,Spells 1,sending,0,[],3,Spell,0,+38,46,5,3,['1'],0,0,0,False,0
4507,daemonic infector,22,Spells 1,air walk,0,[],2,Spell,0,+38,46,4,2,['1'],0,5 minutes,0,False,0
4508,daemonic infector,22,Spells 1,discern lies,0,['0'],2,Spell,0,+38,46,4,2,['0'],0,10 minutes,0,False,0
4509,daemonic infector,22,Spells 1,divine wrath,0,['120'],2,Spell,0,+38,46,4,2,['0'],20-foot burst,0,Fortitude,False,0
4510,daemonic infector,22,Spells 1,crisis of faith,0,['30'],2,Spell,0,+38,46,3,2,['1'],0,0,Will,False,0
4511,daemonic infector,22,Spells 1,locate,0,['500'],10 minutes,Spell,0,+38,46,3,10 minutes,['1'],0,sustained,0,False,Observed
4512,daemonic infector,22,Spells 1,neutralize poison,0,[],2,Spell,0,+38,46,3,2,['1'],0,0,0,False,0
4513,daemonic infector,22,Spells 1,darkness,0,['120'],3,Spell,0,+38,46,2,3,['0'],20-foot burst,1 minute,0,False,0
4514,daemonic infector,22,Spells 1,silence,0,[],2,Spell,0,+38,46,2,2,['1'],0,1 minute,0,False,0
4515,daemonic infector,22,Spells 1,spiritual weapon,0,['120'],2,Spell,0,+38,46,2,2,['0'],0,sustained up to 1 minute,0,False,0
4516,daemonic infector,22,Spells 1,command,0,['30'],2,Spell,0,+38,46,1,2,['1'],0,until the end of the targets next turn,Will,False,"Fleeing,Prone"
4517,daemonic infector,22,Spells 1,sanctuary,0,[],2,Spell,0,+38,46,1,2,['1'],0,1 minute,Will,False,Hostile
4518,daemonic infector,22,Spells 1,detect magic,0,['0'],2,Cantrip,0,+38,46,1,2,['0'],30-foot emanation,0,0,False,0
4519,daemonic infector,22,Spells 1,guidance,0,['30'],1,Cantrip,0,+38,46,1,1,['1'],0,until the start of your next turn,0,False,0
4520,daemonic infector,22,Spells 1,message,0,['120'],1,Cantrip,0,+38,46,1,1,['1'],0,see below,0,False,0
4521,daemonic infector,22,Spells 1,shield,0,['0'],1,Cantrip,0,+38,46,1,1,['0'],0,until the start of your next turn,0,False,0
4522,daemonic infector,22,Spells 2,fly,0,[],2,Spell,0,[],46,1,2,['1'],0,5 minutes,0,False,0
4523,daemonic rumormonger,22,Spells 1,black tentacles,0,['120'],3,Spell,0,[],45,7,3,['0'],20-foot burst adjacent to a flat surface,1 minute,0,False,Grabbed
4524,daemonic rumormonger,22,Spells 1,spell turning,0,['0'],2,Spell,0,[],45,7,2,['0'],0,1 hour,0,False,0
4525,daemonic rumormonger,22,Spells 1,warp mind,0,['120'],2,Spell,0,[],45,7,2,['1'],0,0,Will,False,Confused
4526,daemonic rumormonger,22,Spells 1,dimension door,0,['120'],2,Spell,0,[],45,5,2,['0'],0,0,0,False,0
4527,daemonic rumormonger,22,Spells 1,water walk,0,[],2,Spell,0,[],45,4,2,['1'],0,10 minutes,0,False,0
4528,hestriviniaas,22,Spells 1,prismatic sphere,0,['10'],2,Spell,0,+39,45,9,2,['0'],0,1 hour,0,False,Broken
4529,hestriviniaas,22,Spells 1,baleful polymorph,0,['30'],2,Spell,0,+39,45,8,2,['1'],0,varies,Fortitude,False,0
4530,hestriviniaas,22,Spells 1,confusion,0,['30'],2,Spell,0,+39,45,8,2,['1'],0,1 minute,Will,False,0
4531,hestriviniaas,22,Spells 1,disintegrate,0,['120'],2,Spell,0,+39,45,7,2,['1'],0,0,Fortitude,True,0
4532,hestriviniaas,22,Spells 1,dimension door,0,['120'],2,Spell,0,+39,45,5,2,['0'],0,0,0,False,0
4533,hestriviniaas,22,Spells 1,freedom of movement,0,[],2,Spell,0,+39,45,2,2,['1'],0,10 minutes,0,False,"Grabbed,Immobilized,Restrained"
4534,lesser manifestation of dahak,22,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,[],46,4,1 minute,['1'],0,0,0,False,0
4535,sarvel ever-hunger,22,Spells 1,miracle,0,['0'],3,Spell,0,+37,45,10,3,['0'],0,0,0,False,0
4536,sarvel ever-hunger,22,Spells 1,weapon of judgment,0,['100'],2,Spell,0,+37,45,10,2,['1'],0,1 minute,0,False,Hostile
4537,sarvel ever-hunger,22,Spells 1,blade barrier,0,['120'],3,Spell,0,+37,45,9,3,['0'],0,1 minute,Reflex,False,0
4538,sarvel ever-hunger,22,Spells 1,wail of the banshee,0,['0'],2,Spell,0,+37,45,9,2,['0'],40-foot emanation,0,Fortitude,False,Drained
4539,sarvel ever-hunger,22,Spells 1,eclipse burst,0,['500'],2,Spell,0,+37,45,8,2,['0'],60-foot burst,0,Reflex,False,0
4540,sarvel ever-hunger,22,Spells 1,paralyze,0,['30'],2,Spell,0,+37,45,7,2,['1'],0,varies,Will,False,0
4541,sarvel ever-hunger,22,Spells 1,divine wrath,0,['120'],2,Spell,0,+37,45,6,2,['0'],20-foot burst,0,Fortitude,False,0
4542,sarvel ever-hunger,22,Spells 1,flame strike,0,['120'],2,Spell,0,+37,45,6,2,['0'],"10-foot radius, 40-foot-tall cylinder",0,basic Reflex,False,0
4543,sarvel ever-hunger,22,Spells 1,restore senses,0,[],2,Spell,0,+37,45,6,2,['1'],0,0,0,False,"Blinded,Deafened"
4544,sarvel ever-hunger,22,Spells 1,Abyssal plague,0,0,0,0,0,+37,45,5,0,0,0,0,0,0,0
4545,sarvel ever-hunger,22,Spells 1,prying eye,0,[],1 minute,Spell,0,+37,45,5,1 minute,['0'],0,sustained,0,False,Invisible
4546,sarvel ever-hunger,22,Spells 1,see invisibility,0,['0'],2,Spell,0,+37,45,5,2,['0'],0,10 minutes,0,False,"Concealed,Invisible"
4547,sarvel ever-hunger,22,Spells 1,message,0,['120'],1,Cantrip,0,+37,45,5,1,['1'],0,see below,0,False,0
4548,sarvel ever-hunger,22,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,+37,45,5,1 minute,['1'],0,0,0,False,0
4549,sarvel ever-hunger,22,Spells 1,shield,0,['0'],1,Cantrip,0,+37,45,5,1,['0'],0,until the start of your next turn,0,False,0
4550,sarvel ever-hunger,22,Spells 1,freedom of movement,0,[],2,Spell,0,+37,45,5,2,['1'],0,10 minutes,0,False,"Grabbed,Immobilized,Restrained"
4551,avsheros the betrayer,23,Spells 1,weapon of judgment,0,['100'],2,Spell,0,+39,47,10,2,['1'],0,1 minute,0,False,Hostile
4552,avsheros the betrayer,23,Spells 1,earthquake,0,['500'],2,Spell,0,+39,47,9,2,['0'],60-foot burst,1 round,Reflex,False,0
4553,avsheros the betrayer,23,Spells 1,energy aegis,0,[],1 minute,Spell,0,+39,47,9,1 minute,['1'],0,24 hours,0,False,0
4554,avsheros the betrayer,23,Spells 1,prismatic sphere,0,['10'],2,Spell,0,+39,47,9,2,['0'],0,1 hour,0,False,Broken
4555,avsheros the betrayer,23,Spells 1,spiritual epidemic,0,['120'],2,Spell,0,+39,47,8,2,['1'],0,varies,Will,False,"Enfeebled,Stupefied"
4556,avsheros the betrayer,23,Spells 1,blade barrier,0,['120'],3,Spell,0,+39,47,7,3,['0'],0,1 minute,Reflex,False,0
4557,avsheros the betrayer,23,Spells 1,heal,0,[],1,Spell,0,+39,47,7,1,['1'],0,0,Fortitude,False,0
4558,avsheros the betrayer,23,Spells 1,tongues,0,[],2,Spell,0,+39,47,2,2,['1'],0,1 hour,0,False,0
4559,avsheros the betrayer,23,Spells 1,true seeing,0,['0'],2,Spell,0,+39,47,2,2,['0'],0,10 minutes,0,False,0
4560,mengkare,23,Spells 1,contingency,0,['0'],10 minutes,Spell,0,+42,45,10,10 minutes,['0'],0,24 hours,0,False,0
4561,mengkare,23,Spells 1,wish,0,['0'],3,Spell,0,+42,45,10,3,['0'],0,0,0,False,0
4562,mengkare,23,Spells 1,disjunction,0,['120'],2,Spell,0,+42,45,9,2,['1'],0,0,0,False,0
4563,mengkare,23,Spells 1,meteor swarm,0,['500'],2,Spell,0,+42,45,9,2,['0'],4 40-foot bursts,0,basic Reflex,False,0
4564,mengkare,23,Spells 1,telepathic demand,0,[],3,Spell,0,+42,45,9,3,['1'],0,varies,Will,False,0
4565,mengkare,23,Spells 1,dream council,0,[],10 minutes,Spell,0,+42,45,8,10 minutes,['12'],0,1 hour,0,False,0
4566,mengkare,23,Spells 1,maze,0,['30'],2,Spell,0,+42,45,8,2,['1'],0,sustained,0,False,0
4567,mengkare,23,Spells 1,dimensional lock,0,['120'],2,Spell,0,+42,45,7,2,['0'],60-foot burst,1 day,0,False,0
4568,mengkare,23,Spells 1,dispel magic,0,['120'],2,Spell,0,+42,45,7,2,['1'],0,0,0,False,0
4569,mengkare,23,Spells 1,plane shift,0,[],10 minutes,Spell,0,+42,45,7,10 minutes,"['1', '8']",0,0,0,False,0
4570,mengkare,23,Spells 1,dominate,0,['30'],2,Spell,0,+42,45,6,2,['1'],0,until the next time you make your daily preparations,Will,False,0
4571,mengkare,23,Spells 1,true seeing,0,['0'],2,Spell,0,+42,45,6,2,['0'],0,10 minutes,0,False,0
4572,mengkare,23,Spells 1,wall of force,0,['30'],3,Spell,0,+42,45,6,3,['0'],0,1 minute,0,False,"Invisible,Broken"
4573,mengkare,23,Spells 1,chromatic wall,0,['120'],3,Spell,0,+42,45,5,3,['0'],0,10 minutes,Fortitude,False,Enfeebled
4574,mengkare,23,Spells 1,sending,0,[],3,Spell,0,+42,45,5,3,['1'],0,0,0,False,0
4575,mengkare,23,Spells 1,creation,0,['0'],1 minute,Spell,0,+42,45,4,1 minute,['0'],0,1 hour,0,False,0
4576,mengkare,23,Spells 1,dimension door,0,['120'],2,Spell,0,+42,45,4,2,['0'],0,0,0,False,0
4577,mengkare,23,Spells 1,suggestion,0,['30'],2,Spell,0,+42,45,4,2,['1'],0,varies,Will,False,0
4578,mengkare,23,Spells 1,dream message,0,[],10 minutes,Spell,0,+42,45,3,10 minutes,['1'],0,1 day,0,False,0
4579,mengkare,23,Spells 1,locate,0,['500'],10 minutes,Spell,0,+42,45,3,10 minutes,['1'],0,sustained,0,False,Observed
4580,mengkare,23,Spells 1,slow,0,['30'],2,Spell,0,+42,45,3,2,['1'],0,1 minute,Fortitude,False,0
4581,mengkare,23,Spells 1,invisibility,0,[],2,Spell,0,+42,45,2,2,['1'],0,10 minutes,0,False,"Hostile,Hidden,Undetected,Invisible"
4582,mengkare,23,Spells 1,water breathing,0,['30'],1 minute,Spell,0,+42,45,2,1 minute,['5'],0,1 hour,0,False,0
4583,mengkare,23,Spells 1,charm,0,['30'],2,Spell,0,+42,45,1,2,['1'],0,1 hour,Will,False,Hostile
4584,mengkare,23,Spells 1,magic missile,0,['120'],1,Spell,0,+42,45,1,1,['1'],0,0,0,False,0
4585,mengkare,23,Spells 1,unseen servant,0,['60'],3,Spell,0,+42,45,1,3,['0'],0,sustained,0,False,0
4586,mengkare,23,Spells 1,detect magic,0,['0'],2,Cantrip,0,+42,45,1,2,['0'],30-foot emanation,0,0,False,0
4587,mengkare,23,Spells 1,forbidding ward,0,['30'],2,Cantrip,0,+42,45,1,2,['1'],0,sustained up to 1 minute,0,False,Hostile
4588,mengkare,23,Spells 1,prestidigitation,0,['10'],2,Cantrip,0,+42,45,1,2,['1'],0,sustained,0,False,0
4589,mengkare,23,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,+42,45,1,1 minute,['1'],0,0,0,False,0
4590,olansa terimor,23,Spells 1,miracle,0,['0'],3,Spell,0,+37,47,10,3,['0'],0,0,0,False,0
4591,olansa terimor,23,Spells 1,foresight,0,[],2,Spell,0,+37,47,9,2,['1'],0,1 hour,0,False,"Hostile,Undetected"
4592,olansa terimor,23,Spells 1,divine aura,0,['0'],2,Spell,0,+37,47,8,2,[],10-foot emanation;,sustained up to 1 minute,Will,False,"Blinded,Controlled"
4593,olansa terimor,23,Spells 1,moment of renewal,0,[],2,Spell,0,+37,47,8,2,['6'],0,0,0,False,0
4594,olansa terimor,23,Spells 1,energy aegis,0,[],1 minute,Spell,0,+37,47,7,1 minute,['1'],0,24 hours,0,False,0
4595,olansa terimor,23,Spells 1,finger of death,0,['30'],2,Spell,0,+37,47,7,2,['1'],0,0,basic Fortitude,False,0
4596,olansa terimor,23,Spells 1,slow,0,['30'],2,Spell,0,+37,47,6,2,['1'],0,1 minute,Fortitude,False,0
4597,olansa terimor,23,Spells 1,banishment,0,['30'],2,Spell,0,+37,47,5,2,['1'],0,0,Will,False,0
4598,olansa terimor,23,Spells 1,dimensional anchor,0,['30'],2,Spell,0,+37,47,4,2,['1'],0,varies,Will,False,0
4599,olansa terimor,23,Spells 1,stoneskin,0,[],2,Spell,0,+37,47,4,2,['1'],0,20 minutes,0,False,0
4600,olansa terimor,23,Spells 1,spider climb,0,[],2,Spell,0,+37,47,4,2,['1'],0,10 minutes,0,False,0
4601,olansa terimor,23,Spells 1,freedom of movement,0,[],2,Spell,0,+37,47,4,2,['1'],0,10 minutes,0,False,"Grabbed,Immobilized,Restrained"
4602,manifestation of dahak,24,Spells 1,miracle,0,['0'],3,Spell,0,+44,48,10,3,['0'],0,0,0,False,0
4603,manifestation of dahak,24,Spells 1,massacre,0,['0'],2,Spell,0,+44,48,9,2,['0'],60-foot line,0,Fortitude,False,0
4604,manifestation of dahak,24,Spells 1,telepathic demand,0,[],3,Spell,0,+44,48,9,3,['1'],0,varies,Will,False,0
4605,manifestation of dahak,24,Spells 1,harm,0,[],1,Spell,0,+44,48,8,1,['1'],0,0,Fortitude,False,0
4606,manifestation of dahak,24,Spells 1,heal,0,[],1,Spell,0,+44,48,8,1,['1'],0,0,Fortitude,False,0
4607,manifestation of dahak,24,Spells 1,dispel magic,0,['120'],2,Spell,0,+44,48,7,2,['1'],0,0,0,False,0
4608,manifestation of dahak,24,Spells 1,eclipse burst,0,['500'],2,Spell,0,+44,48,7,2,['0'],60-foot burst,0,Reflex,False,0
4609,manifestation of dahak,24,Spells 1,finger of death,0,['30'],2,Spell,0,+44,48,7,2,['1'],0,0,basic Fortitude,False,0
4610,manifestation of dahak,24,Spells 1,spirit blast,0,['30'],2,Spell,0,+44,48,6,2,['1'],0,0,basic Fortitude,False,0
4611,manifestation of dahak,24,Spells 1,Abyssal plague,0,0,0,0,0,+44,48,5,0,0,0,0,0,0,0
4612,manifestation of dahak,24,Spells 1,drop dead,0,['120'],0,Spell,0,+44,48,5,0,['1'],0,sustained up to 1 minute,0,False,"Hostile,Invisible"
4613,manifestation of dahak,24,Spells 1,heal,0,[],1,Spell,0,+44,48,5,1,['1'],0,0,Fortitude,False,0
4614,manifestation of dahak,24,Spells 1,divine wrath,0,['120'],2,Spell,0,+44,48,4,2,['0'],20-foot burst,0,Fortitude,False,0
4615,manifestation of dahak,24,Spells 1,blindness,0,['30'],2,Spell,0,+44,48,3,2,['1'],0,0,Fortitude,False,Blinded
4616,manifestation of dahak,24,Spells 1,chilling darkness,0,['120'],2,Spell,0,+44,48,3,2,['1'],0,0,0,True,0
4617,manifestation of dahak,24,Spells 1,vampiric touch,0,[],2,Spell,0,+44,48,3,2,['1'],0,0,basic Fortitude,False,0
4618,manifestation of dahak,24,Spells 1,see invisibility,0,['0'],2,Spell,0,+44,48,2,2,['0'],0,10 minutes,0,False,"Concealed,Invisible"
4619,manifestation of dahak,24,Spells 1,command,0,['30'],2,Spell,0,+44,48,1,2,['1'],0,until the end of the targets next turn,Will,False,"Fleeing,Prone"
4620,manifestation of dahak,24,Spells 1,divine lance,0,['30'],2,Cantrip,0,+44,48,1,2,['1'],0,0,0,True,0
4621,manifestation of dahak,24,Spells 1,guidance,0,['30'],1,Cantrip,0,+44,48,1,1,['1'],0,until the start of your next turn,0,False,0
4622,manifestation of dahak,24,Spells 1,read aura,0,['30'],1 minute,Cantrip,0,+44,48,1,1 minute,['1'],0,0,0,False,0
4623,manifestation of dahak,24,Spells 1,shield,0,['0'],1,Cantrip,0,+44,48,1,1,['0'],0,until the start of your next turn,0,False,0
4624,advisor,5,Spells 1,soothe,0,['30'],2,Spell,0,+13,22,3,2,['1'],0,1 minute,0,False,0
4625,advisor,5,Spells 1,zone of truth,0,['30'],2,Spell,0,+13,22,3,2,['0'],20-foot burst,10 minutes,Will,False,0
4626,advisor,5,Spells 1,restoration,0,[],1 minute,Spell,0,+13,22,2,1 minute,['1'],0,0,0,False,"Clumsy,Enfeebled,Stupefied"
4627,advisor,5,Spells 1,soothe,0,['30'],2,Spell,0,+13,22,2,2,['1'],0,1 minute,0,False,0
4628,advisor,5,Spells 1,touch of idiocy,0,[],2,Spell,0,+13,22,2,2,['1'],0,1 minute,Will,False,Stupefied
4629,advisor,5,Spells 1,mage armor,0,['0'],2,Spell,0,+13,22,1,2,['0'],0,until the next time you make your daily preparations,0,False,0
