name,Rarity,Alignment,Creature Level,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Perception,HP,AC,Fort,Ref,Will,Fort DC,Ref DC,Will DC,speed_Land,speed_Fly,speed_Swim,spped_Burrow,speed_Climb,speed_Other,speed_Highest Overland,one_Immunity,one_Resistance,one_Weakness,many_Immunity,many_Resistance,many_Weakness,Attack 1,attack1_mod,Attack 2,attack2_mod,Attack 3,attack3_mod,Attack 4,attack4_mod,Attack 5,attack5_mod,Attack 6,attack6_mod,Attack 7,attack7_mod,Max HB,Spells 1,spell1_mod,Spells 2,spell2_mod,Spells 3,spell3_mod,Max DC,SPAtk 1,SPAtk 2,SPAtk 3,Max SPAtk,dmg_acid,dmg_cold,dmg_electricity,dmg_fire,dmg_sonic,dmg_Negative,dmg_Positive,dmg_Mental,dmg_Poison,dmg_Force,dmg_Bludgeoning,dmg_Piercing,dmg_Slashing,dmg_Persistent,dmg_Bleed,dmg_Lawful,dmg_Chaotic,dmg_Good,dmg_Evil,dmg_Magical,Reaction 1,Reaction 2,Reaction 3,Attack Op
SPHINX,Common,Neutral,8,Beast,,,,,,,18,135,27,16,14,19,,-2,,35,40,,,,,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee claw +20 (agile), Damage 2d6+9 slashing",20,0,,0,,0,,0,,0,,0,,20,"Occult Innate Spells DC 27; 4th clairaudience (at will), clairvoyance (at will), read omens, remove curse; 3rd dispel magic, locate; Cantrips (4th) detect magic; Constant (5th) tongues; (2nd) see invisibility",27,0,,0,,27,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
ELDER SPHINX,Rare,Neutral,16,Beast,,,,,,,31,300,38,28,25,31,,-3,,40,60,,,,,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee claw +32 (agile), Damage 3d8+16 slashing",32,0,,0,,0,,0,,0,,0,,32,"Occult Innate Spells DC 37; 8th clairaudience (at will), clairvoyance (at will), dispel magic, hallucinatory terrain, locate, read omens (at will), remove curse (at will), shape stone (see idols of stone below), true seeing, ventriloquism (at will); Cantrips (8th) detect magic, read aura; Constant (6th) tongues, true seeing",37,0,,0,,37,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
DREAM SPIDER,Common,Neutral,0,Animal,,,,,,,6,15,16,5,7,4,-1,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +7 (finesse), Damage 1d6 piercing plus dream spider venom",7,"Ranged web +7 (range increment 10 feet), Effect web trap plus dream spider venom",7,0,,0,,0,,0,,0,,7,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
SPIDER SWARM,Common,Neutral,0,Animal,Swarm,,,,,,4,12,15,4,7,2,-1,,,20,,,,20,,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GIANT SPIDER,Common,Neutral,1,Animal,,,,,,,7,16,17,6,9,5,-1,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +9 (finesse), Damage 1d6+2 piercing plus hunting spider venom",9,"Ranged web +7 (range increment 30 feet), Effect web trap",7,0,,0,,0,,0,,0,,9,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spring Upon Prey (attack); Requirement Initiative has not yet been rolled. Trigger A creature touches the hunting spideres web while the spider is on it. Effect The hunting spider automatically notices the creature and Strides, Climbs, or Descends on a Web before it rolls initiative.",,,FALSE
MARGLE,Common,Neutral,1,Animal,,,,,,,7,16,17,6,9,5,-1,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +9 (finesse), Damage 1d6+2 piercing plus hunting spider venom",9,"Ranged web +7 (range increment 30 feet), Effect web trap",7,0,,0,,0,,0,,0,,9,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spring Upon Prey (attack); Requirement Initiative has not yet been rolled. Trigger A creature touches the hunting spideres web while the spider is on it. Effect The hunting spider automatically notices the creature and Strides, Climbs, or Descends on a Web before it rolls initiative.",,,FALSE
HUNTING SPIDER,Common,Neutral,1,Animal,,,,,,,7,16,17,6,9,5,-1,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +9 (finesse), Damage 1d6+2 piercing plus hunting spider venom",9,"Ranged web +7 (range increment 30 feet), Effect web trap",7,0,,0,,0,,0,,0,,9,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spring Upon Prey (attack); Requirement Initiative has not yet been rolled. Trigger A creature touches the hunting spideres web while the spider is on it. Effect The hunting spider automatically notices the creature and Strides, Climbs, or Descends on a Web before it rolls initiative.",,,FALSE
ELDERLY GIANT TARANTULA,Common,Neutral,3,Animal,,,,,,,9,65,16,10,8,6,,,,30,,,,30,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +12, Damage 2d6+5 piercing plus giant tarantula venom",12,"Melee leg +12 (reach 10 feet), Damage 1d10+5 bludgeoning plus Knockdown",12,0,,0,,0,,0,,0,,12,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
OGRE SPIDER,Common,Neutral,5,Animal,,,,,,,13,70,23,15,13,9,,,,30,,,,30,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +15, Damage 2d8+8 piercing plus ogre spider venom",15,"Ranged web +13 (range increment 30 feet), Effect web trap",13,0,,0,,0,,0,,0,,15,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GIANT TARANTULA,Common,Neutral,6,Animal,,,,,,,14,135,21,15,13,10,,,,30,,,,30,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +17, Damage 2d8+8 piercing plus giant tarantula venom",17,"Melee leg +17 (reach 10 feet), Damage 1d12+8 bludgeoning plus Knockdown",17,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
JUVENILE GOLIATH SPIDER,Common,Neutral,6,Animal,,,,,,,14,135,21,15,13,10,,,,30,,,,30,,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +17, Damage 2d8+8 piercing plus giant tarantula venom",17,"Melee leg +17 (reach 10 feet), Damage 1d12+8 bludgeoning plus Knockdown",17,0,,0,,0,,0,,0,,17,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GOLIATH SPIDER,Common,Neutral,11,Animal,,,,,,,22,220,30,25,21,17,,,,45,,,,30,,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee fangs +24 (reach 10 feet), Damage 2d12+12 piercing plus goliath spider venom",24,"Ranged web +22 (range increment 60 feet), Effect web tether",22,0,,0,,0,,0,,0,,24,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Spring Upon Prey (attack); Requirement Initiative has not yet been rolled. Trigger A creature touches the goliath spideres web while the spider is on it. Effect The goliath spider automatically notices the creature and Strides, Climbs, or Descends on a Web before it rolls initiative.",,,FALSE
SPIRAL CENTURION,Common,Neutral,11,Construct,Mindless,,,,,,20,170,31,22,25,16,,,,40,,,,,,40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee blade +23 (agile, sweep), Damage 2d12+12 slashing",23,0,,0,,0,,0,,0,,0,,23,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
CUNNING FOX,Common,Neutral,1,Beast,Incorporeal,Spirit,,,,,9,14,16,5,8,7,-1,,,40,,,,,,40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee horn +6 (finesse, magical), Damage 1d8+1 force",6,"Melee jaws +6 (agile, finesse, magical), Damage 1d4+1 force",6,0,,0,,0,,0,,0,,6,"Primal Innate Spells DC 17; 3rd wandereres guide; 1st detect poison, purify food and drink; Cantrips (1st) guidance, read aura, stabilize; Constant (5th) tongues",17,0,,0,,17,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
FEATHERED BEAR,Common,Neutral,10,Beast,Incorporeal,Spirit,,,,,18,160,29,21,16,18,,-3,,35,,,,,,35,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Melee jaws +21 (magical), Damage 3d10+9 force",21,"Melee claw +21 (agile, magical), Damage 3d6+9 force plus Grab (page 305)",21,0,,0,,0,,0,,0,,21,"Primal Innate Spells DC 27; 3rd barkskin, endure elements, haste, jump, longstrider; Constant (5th) tongues",27,0,,0,,27,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Avenging Claws Trigger A creature within 10 feet damages the feathered beares ally with a melee attack; Effect The feathered bear immediately Steps toward the triggering attacker and makes a claws Strike.,,,FALSE
SPORTLEBORE SWARM,Common,Neutral,7,Animal,Swarm,,,,,,13,85,25,15,17,13,,,,35,35,,,,,35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Pour Down Throat Trigger A creature in the sportlebore swarmes area speaks, uses a spell component: verbal A verbal component is a vocalization of words of power. You must speak them in a strong voice, so ites hard to conceal that youere Casting a Spell. The spell gains the concentrate trait. You must be able to speak to provide this component.&gt;verbal component, or opens its mouth; Effect A portion of the sportlebore swarm attempts to surge down the throat of the triggering creature, which must attempt a DC 25 Fortitude save.",,,FALSE
SPRIGGAN BULLY,Common,Chaotic Evil,3,Gnome,Humanoid,Spriggan,,,,,10,48,19,9,11,8,,,,20,,,,,,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee morningstar +10 (versatile P), Damage 1d6+6 bludgeoning",10,"Ranged crossbow +11 (range increment 120 feet, reload 1), Damage 1d8 piercing",11,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,0,,11,Primal Innate Spells DC 20; 2nd shatter; 1st fear; Cantrips (2nd) dancing lights,20,0,,0,,20,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Enraged Growth (polymorph, magical tradition: primal An instinctual connection to and faith in the world, the cycle of day and night, the turning of the seasons, and the natural selection of predator and prey drive the primal tradition. Druids are the most iconic primal spellcasters, calling upon the magic of nature through deep faith and a connection to the plants and animals around them, and primal sorcerers call upon their fey or beast blood to harness the same natural energies.&gt;primal, transmutation) Trigger The spriggan bully takes damage; Effect The spriggan bully grows to Large size, along with their equipment (which returns to natural size if removed). The spriggan bullyes reach increases by 5 feet. They regain 5 Hit Points and gain a +2 status bonus to melee attacks and damage rolls. This effect continues until the end of the spriggan bullyes next turn, but on any turn in which the spriggan bully deals damage to another creature and is not fatigued, the effect extends until the end of the following turn. When Enraged Growth ends, the spriggan bully is fatigued for 1 hour.",,,FALSE
SPRIGGAN WARLORD,Common,Chaotic Evil,7,Gnome,Humanoid,Spriggan,,,,,14,120,25,13,17,14,-2,,,20,,,,,,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee morningstar +18 (magical, versatile P), Damage 2d6+9 bludgeoning",18,"Ranged crossbow +18 (magical, range increment 120 feet, reload 0), Damage 2d8 piercing",18,"You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,0,,0,,0,,0,,18,"Primal Innate Spells DC 25; 4th fly, shatter; 3rd dispel magic, fear; 2nd blur; Cantrips (4th) dancing lights",25,0,,0,,25,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Enraged Growth (polymorph, magical tradition: primal An instinctual connection to and faith in the world, the cycle of day and night, the turning of the seasons, and the natural selection of predator and prey drive the primal tradition. Druids are the most iconic primal spellcasters, calling upon the magic of nature through deep faith and a connection to the plants and animals around them, and primal sorcerers call upon their fey or beast blood to harness the same natural energies.&gt;primal, transmutation) Trigger The spriggan warlord takes damage; Effect The spriggan warlord grows to size Large, along with their equipment (which returns to natural size if removed). The spriggan warlordes reach increases by 5 feet. They regain 15 Hit Points and gain a +2 status bonus to melee attack and damage rolls.",,,FALSE
NYKTERA,Common,Neutral Good,-1,Fey,Sprite,,,,,,6,10,15,2,7,6,-3,,,10,40,,,,,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee fist +7 (agile, finesse, magical), Damage 1d-3 bludgeoning damage",7,"Ranged ultrasonic pulse +7 (evocation, magical, range 20 feet), Damage 1d4 sonic",7,0,,0,,0,,0,,0,,7,"Primal Innate Spells DC 17; 1st heal; Cantrips (1st) dancing lights, ghost sound",17,0,,0,,17,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
SPRITE,Common,Chaotic Neutral,-1,Fey,Sprite,,,,,,4,11,15,2,8,4,-3,,,10,40,,,,,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee rapier +8 (deadly 1d8, disarm, finesse, fire, magical), Damage 1d-3 piercing plus 1 fire",8,"Ranged luminous spark +8 (fire, light, range 20 feet), Damage 1d4 fire",8,0,,0,,0,,0,,0,,8,"Primal Innate Spells DC 16; 1st color spray; Cantrips (1st) dancing lights, daze, detect magic",16,0,,0,,16,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
MELIXIE,Common,Chaotic Neutral,0,Fey,Sprite,,,,,,4,17,16,6,8,4,,,,10,40,,,,,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee stinger +8 (agile, finesse, magical), Damage 1d-1 bludgeoning damage",8,"Ranged sting shot +8 (evocation, magical, range 20 feet), Damage 1d6 poison",8,0,,0,,0,,0,,0,,8,"Primal Innate Spells DC 17; 1st ant haul; Cantrips (1st) dancing lights, ghost sound",17,0,,0,,17,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
CANNONO,Common,Chaotic Neutral,1,Fey,Sprite,,,,,,7,20,17,6,9,9,-1,,,25,30,,,,,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee fist +9 (agile, finesse, magical), Damage 1d-2 bludgeoning",9,"Ranged dissonant note +9 (evocation, magical, range 30 feet, sonic), Damage 1d8 sonic",9,0,,0,,0,,0,,0,,9,"Primal Innate Spells DC 18; 2nd glitterdust, invisibility (self only); 1st illusory disguise; Cantrips (2nd) ghost sound",18,0,,0,,18,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
TARISIA,Common,Chaotic Neutral,1,Fey,Sprite,,,,,,7,20,17,6,9,9,-1,,,25,30,,,,,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee fist +9 (agile, finesse, magical), Damage 1d-2 bludgeoning",9,"Ranged dissonant note +9 (evocation, magical, range 30 feet, sonic), Damage 1d8 sonic",9,0,,0,,0,,0,,0,,9,"Primal Innate Spells DC 18; 2nd glitterdust, invisibility (self only); 1st illusory disguise; Cantrips (2nd) ghost sound",18,0,,0,,18,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
GRIG,Common,Chaotic Neutral,1,Fey,Sprite,,,,,,7,20,17,6,9,9,-1,,,25,30,,,,,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee fist +9 (agile, finesse, magical), Damage 1d-2 bludgeoning",9,"Ranged dissonant note +9 (evocation, magical, range 30 feet, sonic), Damage 1d8 sonic",9,0,,0,,0,,0,,0,,9,"Primal Innate Spells DC 18; 2nd glitterdust, invisibility (self only); 1st illusory disguise; Cantrips (2nd) ghost sound",18,0,,0,,18,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
DRAXIE,Common,Chaotic Good,3,Fey,Sprite,,,,,,8,45,19,6,11,8,-3,,,15,40,,,,,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee jaws +11 (agile, finesse, magical), Damage 1d8+3 bludgeoning damage",11,"Ranged euphoric spark +7 (enchantment, magical, range 20 feet), Damage 2d4+3 mental",7,0,,0,,0,,0,,0,,11,"Primal Innate Spells DC 20; 2nd faerie fire, invisibility; 1st illusory disguise (c3973); Cantrips (1st) dancing lights, ghost sound, prestidigitation",20,0,,0,,20,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
PIXIE,Common,Chaotic Neutral,4,Fey,Sprite,,,,,,12,40,23,8,14,12,-5,,,15,45,,,,,45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee shortsword +13 (agile, finesse, magical, versatile S), Damage 1d6+4 piercing",13,"Ranged longbow +13 (deadly 1d10, magical, range increment 100 feet, reload 0, volley 20 feet), Damage 1d8+4 piercing",13,0,,0,,0,,0,,0,,13,"Primal Innate Spells DC 21; 4th invisibility (at will; self only); 3rd dispel magic; 2nd entangle, faerie fire; 1st illusory disguise; Cantrips (2nd) dancing lights, detect magic, ghost sound, shield",21,0,,0,,21,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
VAMPIRE SQUID,Common,Neutral,0,Animal,Aquatic,,,,,,7,15,16,4,8,6,-2,,,,,25,,,,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Melee beak +7 (finesse), Damage 1d8 piercing",7,"Melee tentacles +7 (agile, finesse), Damage 1d6 bludgeoning",7,0,,0,,0,,0,,0,,7,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GIANT SQUID,Common,Neutral,9,Animal,Aquatic,,,,,,21,155,28,15,18,21,-3,,,,,40,,,,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Melee beak +21, Damage 2d12+11 piercing",21,"Melee barbed tentacles +21 (agile, reach 25 feet), Damage 2d10+11 slashing plus Grab",21,"Melee arm +21 (agile, reach 10 feet), Damage 2d8+11 bludgeoning plus Improved Grab",21,0,,0,,0,,0,,21,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
SQUIRMING SWILL,Common,Chaotic Evil,2,Undead,,,,,,,6,28,17,11,9,6,,,,20,,15,,,,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Melee offal +9 (finesse, magical), Damage 1d-1 plus 1d6 fire and slippery grease",9,"Ranged scalding oil +9 (fire, magical, range increment 30 feet), Damage 2d6 fire",9,0,,0,,0,,0,,0,,9,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,FALSE
RABID SQUIRREL SWARM,Common,Neutral,1,Animal,Swarm,,,,,,5,12,14,2,7,4,-2,,,30,,,,20,,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
SQUIRREL SWARM,Common,Neutral,1,Animal,Swarm,,,,,,6,12,14,2,7,4,-2,,,25,,,,15,,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
GIANT FLYING SQUIRREL,Common,Neutral,2,Animal,,,,,,,8,30,18,7,10,6,-1,,,25,,,,25,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee jaws +11, Damage 1d8+4 piercing",11,"Melee claw +11 (agile, finesse), Damage 1d6+4 slashing",11,0,,0,,0,,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
STHENO HARPIST,Rare,Neutral,1,Humanoid,,,,,,,4,19,16,8,7,4,,,,25,,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee rapier +7 (deadly d8, disarm, finesse), Damage 1d6 piercing",7,"Melee snake fangs +7 (agile, finesse), Damage 1d4 piercing",7,"Ranged shortbow +7 (deadly d10, range increment 60 feet, reload 0), Damage 1d6 piercing",7,0,,0,,0,,0,,7,"Occult Spontaneous Spells DC 17; 1st (2 slots) phantom pain, soothe; Cantrips (1st) dancing lights, detect magic, ghost sound, inspire courage, prestidigitation, shield",17,0,,0,,17,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
STINKWEED SHAMBLER,Common,Neutral Evil,2,Plant,,,,,,,8,30,18,7,10,8,-1,,,20,,,,10,,20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Melee vine +11 (agile, finesse), Damage 1d8+2 bludgeoning",11,"Ranged seedpod +11 (range increment 30 feet), Damage 2d4+2 bludgeoning",11,0,,0,,0,,0,,0,,11,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
STRIX KINMATE,Uncommon,Neutral,2,Humanoid,Strix,,,,,,9,24,18,6,10,7,-2,,,25,25,,,,,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Melee shortsword +10 (agile, finesse, versatile S), Damage 1d6+4 piercing",10,"Melee talon +10 (agile, finesse), Damage 1d6+4 slashing",10,"Ranged shortbow +10 (deadly d10, range increment 60 feet), Damage 1d6+2 piercing",10,0,,0,,0,,0,,10,0,,0,,0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
STYGIRA,Uncommon,Lawful Evil,7,Earth,Fey,,,,,,17,80,26,15,13,19,,-2,,25,,,,,,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Melee claw +17 (agile); Damage 2d6+10 slashing plus stone curse,17,0,,0,,0,,0,,0,,0,,17,"Occult Innate Spells DC 25; 4th clairvoyance, read omens, shape stone; 3rd clairaudience, earthbind; 2nd augury, undetectable alignment; Cantrips (4th) know direction, read aura",25,0,,0,,25,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
